Date,IBM,APPL,TSLA,GOOGL,NVDA,REND IBM,REND APPL,REND TSLA,REND GOOGL,REND NVDA,RF,REND PORT,REND EXCES,NEG REND EX,,,,,,,
19/01/2022,118.352119,164.142685,331.883331,135.116501,250.324753,-1.02%,-2.10%,-3.38%,-0.65%,-3.23%,0.03%,-3.22%,-3.24%,-3.24%,0.11%,,,,,,
20/01/2022,117.668526,162.44429,332.089996,133.307495,241.167374,-0.58%,-1.03%,0.06%,-1.34%,-3.66%,0.03%,-2.42%,-2.44%,-2.44%,0.06%,,,,,,
21/01/2022,116.346313,160.370667,314.633331,130.351501,233.418045,-1.12%,-1.28%,-5.26%,-2.22%,-3.21%,0.03%,-3.80%,-3.83%,-3.83%,0.15%,,,,,,
24/01/2022,115.869591,159.590591,310,130.804001,233.398087,-0.41%,-0.49%,-1.47%,0.35%,-0.01%,0.03%,-0.47%,-0.50%,-0.50%,0.00%,,,,,,
25/01/2022,122.417732,157.773682,306.133331,126.934998,222.932541,5.65%,-1.14%,-1.25%,-2.96%,-4.48%,0.03%,-3.32%,-3.35%,-3.35%,0.11%,,,,,,
26/01/2022,120.76268,157.684845,312.470001,129.233002,227.406357,-1.35%,-0.06%,2.07%,1.81%,2.01%,0.03%,1.97%,1.94%,,,,,,,,
27/01/2022,119.197617,157.220749,276.366669,129.005005,219.137741,-1.30%,-0.29%,-11.55%,-0.18%,-3.64%,0.03%,-6.02%,-6.04%,-6.04%,0.37%,,,,,,
28/01/2022,120.978569,168.191208,282.116669,133.350998,228.085419,1.49%,6.98%,2.08%,3.37%,4.08%,0.03%,3.45%,3.43%,,,,,,,,
31/01/2022,120.142067,172.585342,312.23999,135.303497,244.522736,-0.69%,2.61%,10.68%,1.46%,7.21%,0.03%,8.11%,8.08%,,,,,,,,
01/02/2022,121.905022,172.41748,310.416656,137.643997,246.040649,1.47%,-0.10%,-0.58%,1.73%,0.62%,0.03%,0.26%,0.23%,,,,,,,,
02/02/2022,123.452095,173.632034,301.886658,148,252.072327,1.27%,0.70%,-2.75%,7.52%,2.45%,0.03%,0.85%,0.82%,,,,,,,,
03/02/2022,123.928825,170.728928,297.046661,143.089996,239.150162,0.39%,-1.67%,-1.60%,-3.32%,-5.13%,0.03%,-3.92%,-3.94%,-3.94%,0.16%,,,,,,
04/02/2022,123.362137,170.44223,307.773346,143.292999,242.855057,-0.46%,-0.17%,3.61%,0.14%,1.55%,0.03%,2.14%,2.12%,,,,,,,,
07/02/2022,123.443108,169.720474,302.446655,139.201004,246.939423,0.07%,-0.42%,-1.73%,-2.86%,1.68%,0.03%,0.53%,0.51%,,,,,,,,
08/02/2022,123.245247,172.85466,307.333344,139.399002,250.734177,-0.16%,1.85%,1.62%,0.14%,1.54%,0.03%,1.53%,1.51%,,,,,,,,
09/02/2022,123.937798,174.288269,310.666656,141.591995,266.68219,0.56%,0.83%,1.08%,1.57%,6.36%,0.03%,4.55%,4.53%,,,,,,,,
10/02/2022,121.543716,170.175278,301.516663,138.619995,257.884308,-1.93%,-2.36%,-2.95%,-2.10%,-3.30%,0.03%,-3.15%,-3.18%,-3.18%,0.10%,,,,,,
11/02/2022,120.788162,166.734604,286.666656,134.282501,239.160156,-0.62%,-2.02%,-4.93%,-3.13%,-7.26%,0.03%,-6.37%,-6.40%,-6.40%,0.41%,,,,,,
14/02/2022,118.47599,166.971909,291.920013,135.526001,242.33577,-1.91%,0.14%,1.83%,0.93%,1.33%,0.03%,1.44%,1.41%,,,,,,,,
15/02/2022,118.284843,170.837708,307.476654,136.608505,264.585144,-0.16%,2.32%,5.33%,0.80%,9.18%,0.03%,7.73%,7.71%,,,,,,,,
16/02/2022,117.592995,170.600418,307.796661,137.738007,264.744843,-0.58%,-0.14%,0.10%,0.83%,0.06%,0.03%,0.07%,0.05%,,,,,,,,
17/02/2022,113.760635,166.971909,292.116669,132.539001,244.732468,-3.26%,-2.13%,-5.09%,-3.77%,-7.56%,0.03%,-6.65%,-6.68%,-6.68%,0.45%,,,,,,
18/02/2022,113.196243,165.409744,285.660004,130.403,236.09436,-0.50%,-0.94%,-2.21%,-1.61%,-3.53%,0.03%,-3.04%,-3.07%,-3.07%,0.09%,,,,,,
22/02/2022,112.80481,162.463394,273.843323,129.813507,233.577805,-0.35%,-1.78%,-4.14%,-0.45%,-1.07%,0.03%,-2.02%,-2.04%,-2.04%,0.04%,,,,,,
23/02/2022,111.12075,158.261459,254.679993,127.587997,223.561646,-1.49%,-2.59%,-7.00%,-1.71%,-4.29%,0.03%,-5.06%,-5.09%,-5.09%,0.26%,,,,,,
24/02/2022,111.029724,160.901276,266.92334,132.690994,237.152924,-0.08%,1.67%,4.81%,4.00%,6.08%,0.03%,5.56%,5.53%,,,,,,,,
25/02/2022,113.041481,162.987411,269.956665,134.459503,241.237289,1.81%,1.30%,1.14%,1.33%,1.72%,0.03%,1.53%,1.51%,,,,,,,,
28/02/2022,111.521286,163.254364,290.143341,135.057007,243.51416,-1.34%,0.16%,7.48%,0.44%,0.94%,0.03%,2.95%,2.92%,,,,,,,,
01/03/2022,110.465317,161.356049,288.123322,134.061493,234.446655,-0.95%,-1.16%,-0.70%,-0.74%,-3.72%,0.03%,-2.69%,-2.72%,-2.72%,0.07%,,,,,,
02/03/2022,112.750183,164.678101,293.296661,134.571503,241.907654,2.07%,2.06%,1.80%,0.38%,3.18%,0.03%,2.70%,2.67%,,,,,,,,
03/03/2022,114.634514,164.351837,279.763336,133.899506,236.853729,1.67%,-0.20%,-4.61%,-0.50%,-2.09%,0.03%,-2.81%,-2.83%,-2.83%,0.08%,,,,,,
04/03/2022,115.262627,161.326401,279.429993,131.906494,229.08313,0.55%,-1.84%,-0.12%,-1.49%,-3.28%,0.03%,-2.22%,-2.25%,-2.25%,0.05%,,,,,,
07/03/2022,114.761963,157.500137,268.193329,126.378502,213.262253,-0.43%,-2.37%,-4.02%,-4.19%,-6.91%,0.03%,-5.87%,-5.89%,-5.89%,0.35%,,,,,,
08/03/2022,114.406929,155.661163,274.799988,127.1045,214.88028,-0.31%,-1.17%,2.46%,0.57%,0.76%,0.03%,1.26%,1.23%,,,,,,,,
09/03/2022,114.898491,161.108887,286.323334,133.419998,229.862213,0.43%,3.50%,4.19%,4.97%,6.97%,0.03%,5.98%,5.96%,,,,,,,,
10/03/2022,113.196243,156.728943,279.433319,132.429504,226.306488,-1.48%,-2.72%,-2.41%,-0.74%,-1.55%,0.03%,-1.82%,-1.84%,-1.84%,0.03%,,,,,,
11/03/2022,112.841209,152.981766,265.116669,129.870499,220.733215,-0.31%,-2.39%,-5.12%,-1.93%,-2.46%,0.03%,-3.27%,-3.29%,-3.29%,0.11%,,,,,,
14/03/2022,112.823013,148.918213,255.456665,125.950996,213.042526,-0.02%,-2.66%,-3.64%,-3.02%,-3.48%,0.03%,-3.49%,-3.51%,-3.51%,0.12%,,,,,,
15/03/2022,114.370529,153.337708,267.296661,129.197998,229.452652,1.37%,2.97%,4.63%,2.58%,7.70%,0.03%,6.58%,6.56%,,,,,,,,
16/03/2022,115.644951,157.78685,280.07666,133.280502,244.664291,1.11%,2.90%,4.78%,3.16%,6.63%,0.03%,5.92%,5.90%,,,,,,,,
17/03/2022,116.48243,158.805237,290.533325,133.839005,247.361038,0.72%,0.65%,3.73%,0.42%,1.10%,0.03%,1.91%,1.88%,,,,,,,,
18/03/2022,117.210663,162.127274,301.796661,136.125504,264.210663,0.63%,2.09%,3.88%,1.71%,6.81%,0.03%,5.73%,5.71%,,,,,,,,
21/03/2022,116.609886,163.511444,307.053345,136.101501,267.017273,-0.51%,0.85%,1.74%,-0.02%,1.06%,0.03%,1.25%,1.22%,,,,,,,,
22/03/2022,117.483765,166.912598,331.32666,139.867996,264.919769,0.75%,2.08%,7.91%,2.77%,-0.79%,0.03%,2.01%,1.98%,,,,,,,,
23/03/2022,116.791931,168.28688,333.036682,138.275497,256.030579,-0.59%,0.82%,0.52%,-1.14%,-3.36%,0.03%,-2.05%,-2.08%,-2.08%,0.04%,,,,,,
24/03/2022,117.656715,172.103271,337.973328,141.572006,281.160156,0.74%,2.27%,1.48%,2.38%,9.82%,0.03%,6.97%,6.95%,,,,,,,,
25/03/2022,119.568382,172.745911,336.880005,141.673004,276.585724,1.62%,0.37%,-0.32%,0.07%,-1.63%,0.03%,-1.15%,-1.18%,-1.18%,0.01%,,,,,,
28/03/2022,119.677582,173.615967,363.946655,141.455505,281.849335,0.09%,0.50%,8.03%,-0.15%,1.90%,0.03%,3.77%,3.74%,,,,,,,,
29/03/2022,120.105438,176.938004,366.523346,142.505493,286.214081,0.36%,1.91%,0.71%,0.74%,1.55%,0.03%,1.27%,1.24%,,,,,,,,
30/03/2022,120.278404,175.761475,364.66333,141.938507,276.565765,0.14%,-0.66%,-0.51%,-0.40%,-3.37%,0.03%,-2.38%,-2.41%,-2.41%,0.06%,,,,,,
31/03/2022,118.357651,172.637146,359.200012,139.067505,272.530609,-1.60%,-1.78%,-1.50%,-2.02%,-1.46%,0.03%,-1.48%,-1.51%,-1.51%,0.02%,,,,,,
01/04/2022,118.47599,172.34053,361.529999,140.150497,266.797516,0.10%,-0.17%,0.65%,0.78%,-2.10%,0.03%,-1.17%,-1.20%,-1.20%,0.01%,,,,,,
04/04/2022,118.585236,176.423889,381.816681,142.971497,273.269714,0.09%,2.37%,5.61%,2.01%,2.43%,0.03%,3.39%,3.37%,,,,,,,,
05/04/2022,117.329025,173.082077,363.753326,140.591003,258.996948,-1.06%,-1.89%,-4.73%,-1.67%,-5.22%,0.03%,-4.96%,-4.98%,-4.98%,0.25%,,,,,,
06/04/2022,117.784164,169.888565,348.58667,136.548004,243.775391,0.39%,-1.85%,-4.17%,-2.88%,-5.88%,0.03%,-5.21%,-5.24%,-5.24%,0.27%,,,,,,
07/04/2022,117.019508,170.195053,352.420013,135.888504,241.787766,-0.65%,0.18%,1.10%,-0.48%,-0.82%,0.03%,-0.20%,-0.23%,-0.23%,0.00%,,,,,,
08/04/2022,116.273064,168.168213,341.829987,133.287506,230.910919,-0.64%,-1.19%,-3.00%,-1.91%,-4.50%,0.03%,-3.93%,-3.96%,-3.96%,0.16%,,,,,,
11/04/2022,115.035049,163.877258,325.309998,128.823502,218.905426,-1.06%,-2.55%,-4.83%,-3.35%,-5.20%,0.03%,-5.00%,-5.02%,-5.02%,0.25%,,,,,,
12/04/2022,114.680038,165.765686,328.983337,127.7145,214.780411,-0.31%,1.15%,1.13%,-0.86%,-1.88%,0.03%,-0.89%,-0.91%,-0.91%,0.01%,,,,,,
13/04/2022,114.825676,168.474716,340.790009,129.893997,221.761963,0.13%,1.63%,3.59%,1.71%,3.25%,0.03%,3.29%,3.27%,,,,,,,,
14/04/2022,115.208008,163.42247,328.333344,126.730003,212.323395,0.33%,-3.00%,-3.66%,-2.44%,-4.26%,0.03%,-3.99%,-4.02%,-4.02%,0.16%,,,,,,
18/04/2022,114.852974,163.204941,334.763336,127.676498,217.567047,-0.31%,-0.13%,1.96%,0.75%,2.47%,0.03%,2.24%,2.21%,,,,,,,,
19/04/2022,117.565689,165.508606,342.716675,130.009003,221.712036,2.36%,1.41%,2.38%,1.83%,1.91%,0.03%,2.05%,2.03%,,,,,,,,
20/04/2022,125.913162,165.340546,325.733337,128.039993,214.560669,7.10%,-0.10%,-4.96%,-1.51%,-3.23%,0.03%,-3.61%,-3.64%,-3.64%,0.13%,,,,,,
21/04/2022,127.305939,164.539673,336.26001,124.814499,201.586365,1.11%,-0.48%,3.23%,-2.52%,-6.05%,0.03%,-2.99%,-3.01%,-3.01%,0.09%,,,,,,
22/04/2022,125.849472,159.96199,335.016663,119.635498,194.914429,-1.14%,-2.78%,-0.37%,-4.15%,-3.31%,0.03%,-2.37%,-2.40%,-2.40%,0.06%,,,,,,
25/04/2022,126.623207,161.039688,332.67334,123.073997,198.779755,0.61%,0.67%,-0.70%,2.87%,1.98%,0.03%,1.13%,1.10%,,,,,,,,
26/04/2022,123.974243,155.028366,292.140015,118.650002,187.653214,-2.09%,-3.73%,-12.18%,-3.59%,-5.60%,0.03%,-7.58%,-7.61%,-7.61%,0.58%,,,,,,
27/04/2022,122.94558,154.800995,293.83667,114.294502,183.927689,-0.83%,-0.15%,0.58%,-3.67%,-1.99%,0.03%,-1.17%,-1.20%,-1.20%,0.01%,,,,,,
28/04/2022,123.564583,161.791107,292.503326,118.522499,197.581192,0.50%,4.52%,-0.45%,3.70%,7.42%,0.03%,4.83%,4.80%,,,,,,,,
29/04/2022,120.351219,155.868759,290.253326,114.109497,185.246094,-2.60%,-3.66%,-0.77%,-3.72%,-6.24%,0.03%,-4.45%,-4.47%,-4.47%,0.20%,,,,,,
02/05/2022,121.106766,156.175278,300.980011,116.583,195.094223,0.63%,0.20%,3.70%,2.17%,5.32%,0.03%,4.68%,4.65%,,,,,,,,
03/05/2022,120.633415,157.67807,303.083344,117.334,195.783371,-0.39%,0.96%,0.70%,0.64%,0.35%,0.03%,0.46%,0.44%,,,,,,,,
04/05/2022,125.075676,164.144211,317.540009,122.261002,203.094528,3.68%,4.10%,4.77%,4.20%,3.73%,0.03%,4.07%,4.04%,,,,,,,,
05/05/2022,123.728439,154.998718,291.093323,116.505501,188.212524,-1.08%,-5.57%,-8.33%,-4.71%,-7.33%,0.03%,-7.53%,-7.56%,-7.56%,0.57%,,,,,,
06/05/2022,125.321457,155.73143,288.549988,115.746498,186.524567,1.29%,0.47%,-0.87%,-0.65%,-0.90%,0.03%,-0.85%,-0.88%,-0.88%,0.01%,,,,,,
09/05/2022,123.865723,150.562836,262.369995,112.511002,169.29538,-1.16%,-3.32%,-9.07%,-2.80%,-9.24%,0.03%,-8.98%,-9.01%,-9.01%,0.81%,,,,,,
10/05/2022,118.973412,152.988708,266.679993,114.394997,175.737595,-3.95%,1.61%,1.64%,1.67%,3.81%,0.03%,3.01%,2.98%,,,,,,,,
11/05/2022,120.465996,145.057556,244.666672,113.602501,166.099243,1.25%,-5.18%,-8.25%,-0.69%,-5.48%,0.03%,-6.23%,-6.26%,-6.26%,0.39%,,,,,,
12/05/2022,122.446869,141.156372,242.666672,112.844002,161.554749,1.64%,-2.69%,-0.82%,-0.67%,-2.74%,0.03%,-2.07%,-2.10%,-2.10%,0.04%,,,,,,
13/05/2022,123.091812,145.66156,256.529999,116.050499,176.846252,0.53%,3.19%,5.71%,2.84%,9.47%,0.03%,8.07%,8.05%,,,,,,,,
16/05/2022,124.40934,144.107025,241.456665,114.445,172.43158,1.07%,-1.07%,-5.88%,-1.38%,-2.50%,0.03%,-3.49%,-3.52%,-3.52%,0.12%,,,,,,
17/05/2022,127.486664,147.770599,253.869995,116.473,181.550583,2.47%,2.54%,5.14%,1.77%,5.29%,0.03%,5.15%,5.13%,,,,,,,,
18/05/2022,122.483734,139.433517,236.603333,111.899498,169.175522,-3.92%,-5.64%,-6.80%,-3.93%,-6.82%,0.03%,-6.74%,-6.77%,-6.77%,0.46%,,,,,,
19/05/2022,119.461723,135.997665,236.473328,110.384003,171.033279,-2.47%,-2.46%,-0.05%,-1.35%,1.10%,0.03%,0.64%,0.62%,,,,,,,,
20/05/2022,118.374519,136.235275,221.300003,108.907997,166.73848,-0.91%,0.17%,-6.42%,-1.34%,-2.51%,0.03%,-3.68%,-3.70%,-3.70%,0.14%,,,,,,
23/05/2022,120.852943,141.700943,224.96666,111.487999,168.776001,2.09%,4.01%,1.66%,2.37%,1.22%,0.03%,1.41%,1.38%,,,,,,,,
24/05/2022,123.276108,138.978012,209.386673,105.970001,161.344986,2.01%,-1.92%,-6.93%,-4.95%,-4.40%,0.03%,-5.11%,-5.13%,-5.13%,0.26%,,,,,,
25/05/2022,123.819687,139.136459,219.600006,105.805,169.54509,0.44%,0.11%,4.88%,-0.16%,5.08%,0.03%,4.87%,4.84%,,,,,,,,
26/05/2022,126.123055,142.364334,235.910004,107.792503,178.294495,1.86%,2.32%,7.43%,1.88%,5.16%,0.03%,5.77%,5.75%,,,,,,,,
27/05/2022,128.315842,148.166656,253.210007,112.316498,187.882919,1.74%,4.08%,7.33%,4.20%,5.38%,0.03%,5.93%,5.90%,,,,,,,,
31/05/2022,127.919678,147.374527,252.753326,113.762001,186.494598,-0.31%,-0.53%,-0.18%,1.29%,-0.74%,0.03%,-0.54%,-0.56%,-0.56%,0.00%,,,,,,
01/06/2022,128.463257,147.245789,246.789993,113.891998,182.978851,0.42%,-0.09%,-2.36%,0.11%,-1.89%,0.03%,-1.97%,-2.00%,-2.00%,0.04%,,,,,,
02/06/2022,129.126648,149.721176,258.333344,117.622498,195.683472,0.52%,1.68%,4.68%,3.28%,6.94%,0.03%,6.08%,6.06%,,,,,,,,
03/06/2022,130.075607,143.948578,234.516663,114.541,186.974014,0.73%,-3.86%,-9.22%,-2.62%,-4.45%,0.03%,-5.86%,-5.89%,-5.89%,0.35%,,,,,,
06/06/2022,131.641907,144.701111,238.279999,116.820503,187.633224,1.20%,0.52%,1.60%,1.99%,0.35%,0.03%,0.77%,0.74%,,,,,,,,
07/06/2022,131.549759,147.245789,238.886673,117.149498,189.03154,-0.07%,1.76%,0.25%,0.28%,0.75%,0.03%,0.59%,0.56%,,,,,,,,
08/06/2022,129.753159,146.50322,241.866669,117.194,186.29425,-1.37%,-0.50%,1.25%,0.04%,-1.45%,0.03%,-0.58%,-0.61%,-0.61%,0.00%,,,,,,
09/06/2022,127.108879,141.23558,239.706665,114.835503,180.300247,-2.04%,-3.60%,-0.89%,-2.01%,-3.22%,0.03%,-2.47%,-2.50%,-2.50%,0.06%,,,,,,
10/06/2022,125.478119,135.779831,232.229996,111.161499,169.570953,-1.28%,-3.86%,-3.12%,-3.20%,-5.95%,0.03%,-4.97%,-5.00%,-5.00%,0.25%,,,,,,
13/06/2022,124.48307,130.581528,215.736664,106.392502,156.314148,-0.79%,-3.83%,-7.10%,-4.29%,-7.82%,0.03%,-7.45%,-7.47%,-7.47%,0.56%,,,,,,
14/06/2022,125.045082,131.452835,220.889999,106.7155,158.202286,0.45%,0.67%,2.39%,0.30%,1.21%,0.03%,1.55%,1.53%,,,,,,,,
15/06/2022,126.279686,134.096558,233,109.764503,165.105408,0.99%,2.01%,5.48%,2.86%,4.36%,0.03%,4.64%,4.61%,,,,,,,,
16/06/2022,124.998993,128.779434,213.100006,106.033501,155.854614,-1.01%,-3.97%,-8.54%,-3.40%,-5.60%,0.03%,-6.44%,-6.46%,-6.46%,0.42%,,,,,,
17/06/2022,124.400124,130.264648,216.759995,107.143501,158.641846,-0.48%,1.15%,1.72%,1.05%,1.79%,0.03%,1.73%,1.70%,,,,,,,,
21/06/2022,127.007538,134.532242,237.036667,111.543999,165.49501,2.10%,3.28%,9.35%,4.11%,4.32%,0.03%,5.86%,5.83%,,,,,,,,
22/06/2022,126.298096,134.017365,236.08667,111.487503,163.437057,-0.56%,-0.38%,-0.40%,-0.05%,-1.24%,0.03%,-0.95%,-0.98%,-0.98%,0.01%,,,,,,
23/06/2022,127.551132,136.9086,235.070007,112.241997,162.088379,0.99%,2.16%,-0.43%,0.68%,-0.83%,0.03%,-0.64%,-0.66%,-0.66%,0.00%,,,,,,
24/06/2022,130.886398,140.265244,245.706665,117.974998,171.089401,2.61%,2.45%,4.52%,5.11%,5.55%,0.03%,5.17%,5.14%,,,,,,,,
27/06/2022,131.568222,140.265244,244.919998,115.833504,168.521973,0.52%,0.00%,-0.32%,-1.82%,-1.50%,0.03%,-1.10%,-1.13%,-1.13%,0.01%,,,,,,
28/06/2022,130.702133,136.086777,232.66333,112.0075,159.660828,-0.66%,-2.98%,-5.00%,-3.30%,-5.26%,0.03%,-5.09%,-5.12%,-5.12%,0.26%,,,,,,
29/06/2022,129.642593,137.859146,228.490005,111.7015,155.265213,-0.81%,1.30%,-1.79%,-0.27%,-2.75%,0.03%,-2.37%,-2.39%,-2.39%,0.06%,,,,,,
30/06/2022,130.084839,135.373871,224.473328,108.962997,151.439026,0.34%,-1.80%,-1.76%,-2.45%,-2.46%,0.03%,-2.21%,-2.23%,-2.23%,0.05%,,,,,,
01/07/2022,130.02034,137.562103,227.263336,108.737503,145.085358,-0.05%,1.62%,1.24%,-0.21%,-4.20%,0.03%,-2.36%,-2.38%,-2.38%,0.06%,,,,,,
05/07/2022,126.795624,140.166214,233.066666,113.263,149.490967,-2.48%,1.89%,2.55%,4.16%,3.04%,0.03%,2.83%,2.80%,,,,,,,,
06/07/2022,127.219444,141.512833,231.733337,114.571999,151.149292,0.33%,0.96%,-0.57%,1.16%,1.11%,0.03%,0.58%,0.55%,,,,,,,,
07/07/2022,129.753159,144.909058,244.543335,118.782997,158.422043,1.99%,2.40%,5.53%,3.68%,4.81%,0.03%,4.97%,4.95%,,,,,,,,
08/07/2022,129.421478,145.592255,250.763336,119.3535,158.22226,-0.26%,0.47%,2.54%,0.48%,-0.13%,0.03%,0.72%,0.69%,,,,,,,,
11/07/2022,129.90979,143.443604,234.343338,115.676498,151.36908,0.38%,-1.48%,-6.55%,-3.08%,-4.33%,0.03%,-4.94%,-4.96%,-4.96%,0.25%,,,,,,
12/07/2022,128.232956,144.423859,233.070007,114.0205,150.6698,-1.29%,0.68%,-0.54%,-1.43%,-0.46%,0.03%,-0.49%,-0.52%,-0.52%,0.00%,,,,,,
13/07/2022,126.390244,144.05751,237.039993,111.3535,151.488953,-1.44%,-0.25%,1.70%,-2.34%,0.54%,0.03%,0.85%,0.82%,,,,,,,,
14/07/2022,128.12236,147.008179,238.313339,110.3675,153.566879,1.37%,2.05%,0.54%,-0.89%,1.37%,0.03%,1.10%,1.07%,,,,,,,,
15/07/2022,128.914734,148.691452,240.066666,111.777496,157.462997,0.62%,1.15%,0.74%,1.28%,2.54%,0.03%,1.93%,1.90%,,,,,,,,
18/07/2022,127.265533,145.621964,240.546661,109.029999,160.849625,-1.28%,-2.06%,0.20%,-2.46%,2.15%,0.03%,1.42%,1.39%,,,,,,,,
19/07/2022,120.58577,149.513245,245.529999,113.809998,169.750748,-5.25%,2.67%,2.07%,4.38%,5.53%,0.03%,4.30%,4.28%,,,,,,,,
20/07/2022,119.01947,151.533173,247.5,113.900002,177.892654,-1.30%,1.35%,0.80%,0.08%,4.80%,0.03%,3.41%,3.38%,,,,,,,,
21/07/2022,117.149147,153.820435,271.706665,114.339996,180.320236,-1.57%,1.51%,9.78%,0.39%,1.36%,0.03%,3.96%,3.93%,,,,,,,,
22/07/2022,118.162605,152.572845,272.243347,107.900002,173.017502,0.87%,-0.81%,0.20%,-5.63%,-4.05%,0.03%,-2.66%,-2.68%,-2.68%,0.07%,,,,,,
25/07/2022,118.42981,151.444061,268.433319,107.510002,170.070435,0.23%,-0.74%,-1.40%,-0.36%,-1.70%,0.03%,-1.57%,-1.59%,-1.59%,0.03%,,,,,,
26/07/2022,118.005989,150.107361,258.859985,105.019997,165.165329,-0.36%,-0.88%,-3.57%,-2.32%,-2.88%,0.03%,-3.05%,-3.07%,-3.07%,0.09%,,,,,,
27/07/2022,118.964188,155.246246,274.820007,113.059998,177.722809,0.81%,3.42%,6.17%,7.66%,7.60%,0.03%,7.04%,7.02%,,,,,,,,
28/07/2022,119.05632,155.800766,280.899994,114.220001,179.660873,0.08%,0.36%,2.21%,1.03%,1.09%,0.03%,1.42%,1.40%,,,,,,,,
29/07/2022,120.502831,160.909927,297.149994,116.32,181.449097,1.21%,3.28%,5.78%,1.84%,1.00%,0.03%,2.53%,2.50%,,,,,,,,
01/08/2022,121.654503,159.919769,297.276672,114.860001,184.226318,0.96%,-0.62%,0.04%,-1.26%,1.53%,0.03%,1.01%,0.98%,,,,,,,,
02/08/2022,121.442612,158.434555,300.58667,115.129997,185.075485,-0.17%,-0.93%,1.11%,0.24%,0.46%,0.03%,0.64%,0.62%,,,,,,,,
03/08/2022,121.930923,164.494293,307.396667,118.080002,188.741806,0.40%,3.82%,2.27%,2.56%,1.98%,0.03%,2.08%,2.05%,,,,,,,,
04/08/2022,121.28598,164.177429,308.633331,118.190002,191.958618,-0.53%,-0.19%,0.40%,0.09%,1.70%,0.03%,1.24%,1.21%,,,,,,,,
05/08/2022,122.059906,163.949417,288.170013,117.470001,189.700867,0.64%,-0.14%,-6.63%,-0.61%,-1.18%,0.03%,-2.85%,-2.87%,-2.87%,0.08%,,,,,,
08/08/2022,122.179688,163.473434,290.42334,117.300003,177.752777,0.10%,-0.29%,0.78%,-0.14%,-6.30%,0.03%,-3.90%,-3.93%,-3.93%,0.15%,,,,,,
09/08/2022,120.789581,163.523041,283.333344,116.629997,170.689835,-1.14%,0.03%,-2.44%,-0.57%,-3.97%,0.03%,-3.39%,-3.42%,-3.42%,0.12%,,,,,,
10/08/2022,122.683479,167.806442,294.356659,119.699997,180.789749,1.57%,2.62%,3.89%,2.63%,5.92%,0.03%,5.17%,5.15%,,,,,,,,
11/08/2022,123.653763,167.062805,286.630005,118.839996,179.241287,0.79%,-0.44%,-2.62%,-0.72%,-0.86%,0.03%,-1.39%,-1.41%,-1.41%,0.02%,,,,,,
12/08/2022,125.0252,170.642197,300.029999,121.68,186.903641,1.11%,2.14%,4.68%,2.39%,4.27%,0.03%,4.33%,4.30%,,,,,,,,
15/08/2022,125.883522,171.722992,309.320007,122.080002,190.130432,0.69%,0.63%,3.10%,0.33%,1.73%,0.03%,2.12%,2.09%,,,,,,,,
16/08/2022,127.404221,171.564331,306.563324,121.699997,188.601959,1.21%,-0.09%,-0.89%,-0.31%,-0.80%,0.03%,-0.80%,-0.82%,-0.82%,0.01%,,,,,,
17/08/2022,128.551743,173.071457,303.996674,119.550003,183.167389,0.90%,0.88%,-0.84%,-1.77%,-2.88%,0.03%,-2.16%,-2.18%,-2.18%,0.05%,,,,,,
18/08/2022,129.745972,172.67485,302.869995,120.169998,187.543015,0.93%,-0.23%,-0.37%,0.52%,2.39%,0.03%,1.47%,1.44%,,,,,,,,
19/08/2022,129.092896,170.067139,296.666656,117.209999,178.312225,-0.50%,-1.51%,-2.05%,-2.46%,-4.92%,0.03%,-3.92%,-3.95%,-3.95%,0.16%,,,,,,
22/08/2022,126.46196,166.150604,289.91333,114.239998,170.170364,-2.04%,-2.30%,-2.28%,-2.53%,-4.57%,0.03%,-3.78%,-3.81%,-3.81%,0.15%,,,,,,
23/08/2022,125.706276,165.813446,296.453339,113.860001,171.63887,-0.60%,-0.20%,2.26%,-0.33%,0.86%,0.03%,1.26%,1.24%,,,,,,,,
24/08/2022,124.297485,166.110916,297.09668,113.690002,172.048462,-1.12%,0.18%,0.22%,-0.15%,0.24%,0.03%,0.21%,0.19%,,,,,,,,
25/08/2022,124.9972,168.589752,296.070007,116.650002,178.951584,0.56%,1.49%,-0.35%,2.60%,4.01%,0.03%,2.58%,2.55%,,,,,,,,
26/08/2022,121.638588,162.234024,288.089996,110.339996,162.438049,-2.69%,-3.77%,-2.70%,-5.41%,-9.23%,0.03%,-7.03%,-7.05%,-7.05%,0.50%,,,,,,
29/08/2022,121.573273,160.013016,284.820007,109.419998,157.852615,-0.05%,-1.37%,-1.14%,-0.83%,-2.82%,0.03%,-2.23%,-2.26%,-2.26%,0.05%,,,,,,
30/08/2022,120.892212,157.56395,277.700012,108.940002,154.52594,-0.56%,-1.53%,-2.50%,-0.44%,-2.11%,0.03%,-2.19%,-2.22%,-2.22%,0.05%,,,,,,
31/08/2022,119.837967,155.888245,275.609985,108.220001,150.789642,-0.87%,-1.06%,-0.75%,-0.66%,-2.42%,0.03%,-1.85%,-1.88%,-1.88%,0.04%,,,,,,
01/09/2022,120.966858,156.622009,277.160004,109.739998,139.231186,0.94%,0.47%,0.56%,1.40%,-7.67%,0.03%,-4.84%,-4.86%,-4.86%,0.24%,,,,,,
