Date,IBM,APPL,TSLA,GOOGL,NVDA,REND IBM,REND APPL,REND TSLA,REND GOOGL,REND NVDA,RF,REND PORT,REND EXCES,NEG REND EX,,,,,,,
02/01/2019,85.522614,37.845043,20.674667,52.734001,33.790478,,,,,,,,,,,,,,,,
03/01/2019,83.815285,34.075397,20.024,51.273499,31.74896,-2.00%,-9.96%,-3.15%,-2.77%,-6.04%,0.03%,-5.10%,-5.13%,-5.13%,0.26%,0.09%,,0.24%,,,
04/01/2019,87.088913,35.530056,21.179333,53.9035,33.783031,3.91%,4.27%,5.77%,5.13%,6.41%,0.03%,6.15%,6.12%,,,,,,,,
07/01/2019,87.705032,35.45097,22.330667,53.796001,35.571533,0.71%,-0.22%,5.44%,-0.20%,5.29%,0.03%,5.18%,5.16%,,,,,8.00%,SORTINO,,
08/01/2019,88.952118,36.126774,22.356667,54.268501,34.685966,1.42%,1.91%,0.12%,0.88%,-2.49%,0.03%,-1.56%,-1.58%,-1.58%,0.03%,,,,,,
09/01/2019,89.590508,36.740276,22.568666,54.0825,35.368134,0.72%,1.70%,0.95%,-0.34%,1.97%,0.03%,1.61%,1.58%,,,,,,,,
10/01/2019,90.407082,36.8577,22.997999,53.941502,36.025486,0.91%,0.32%,1.90%,-0.26%,1.86%,0.03%,1.83%,1.80%,,,,,,,,
11/01/2019,90.162094,36.495834,23.150667,53.223499,36.918491,-0.27%,-0.98%,0.66%,-1.33%,2.48%,0.03%,1.81%,1.79%,,,,,,,,
14/01/2019,89.367828,35.947037,22.293333,52.5755,37.317871,-0.88%,-1.50%,-3.70%,-1.22%,1.08%,0.03%,-0.48%,-0.51%,-0.51%,0.00%,,,,PESOS,,
15/01/2019,90.362534,36.682758,22.962,54.3255,37.176468,1.11%,2.05%,3.00%,3.33%,-0.38%,0.03%,0.75%,0.73%,,,,,IBM ,1.00%,>=,0.01
16/01/2019,90.280869,37.130901,23.07,54.475498,36.920971,-0.09%,1.22%,0.47%,0.28%,-0.69%,0.03%,-0.29%,-0.32%,-0.32%,0.00%,,,APPL,1.00%,>=,0.01
17/01/2019,90.703995,37.351368,23.153999,54.956001,37.635376,0.47%,0.59%,0.36%,0.88%,1.93%,0.03%,1.41%,1.38%,,,,,TSLA,31.25%,>=,0.01
18/01/2019,91.913994,37.581436,20.150667,55.365002,38.927757,1.33%,0.62%,-12.97%,0.74%,3.43%,0.03%,-1.77%,-1.79%,-1.79%,0.03%,,,GOOG,1.00%,>=,0.01
22/01/2019,90.948959,36.737877,19.927999,53.931499,36.903603,-1.05%,-2.24%,-1.11%,-2.59%,-5.20%,0.03%,-3.82%,-3.85%,-3.85%,0.15%,,,NVDA,65.75%,>=,0.01
23/01/2019,98.646812,36.886444,19.172667,54.220501,37.0326,8.46%,0.40%,-3.79%,0.54%,0.35%,0.03%,-0.86%,-0.89%,-0.89%,0.01%,,,,=,,
24/01/2019,98.379578,36.594086,19.434,54.200001,39.153488,-0.27%,-0.79%,1.36%,-0.04%,5.73%,0.03%,4.18%,4.15%,,,,,,100%,=,1
25/01/2019,99.448532,37.806698,19.802668,55.0755,39.726509,1.09%,3.31%,1.90%,1.62%,1.46%,0.03%,1.62%,1.59%,,,,,,,,
28/01/2019,99.671219,37.456825,19.758667,53.993,34.234505,0.22%,-0.93%,-0.22%,-1.97%,-13.82%,0.03%,-9.19%,-9.21%,-9.21%,0.85%,,,,,,
29/01/2019,99.715759,37.068588,19.830667,53.502998,32.644455,0.04%,-1.04%,0.36%,-0.91%,-4.64%,0.03%,-2.96%,-2.98%,-2.98%,0.09%,,,,,,
30/01/2019,99.752876,39.60165,20.584667,54.899502,34.080711,0.04%,6.83%,3.80%,2.61%,4.40%,0.03%,4.18%,4.15%,,,,,,,,
31/01/2019,99.782562,39.886829,20.468,56.294498,35.658352,0.03%,0.72%,-0.57%,2.54%,4.63%,0.03%,2.90%,2.87%,,,,,,,,
01/02/2019,99.545036,39.906013,20.813999,55.931,35.901451,-0.24%,0.05%,1.69%,-0.65%,0.68%,0.03%,0.97%,0.94%,,,,,,,,
04/02/2019,100.354156,41.039539,20.859333,57.070999,37.00531,0.81%,2.84%,0.22%,2.04%,3.07%,0.03%,2.15%,2.12%,,,,,,,,
05/02/2019,100.621391,41.741699,21.423332,57.593498,37.196312,0.27%,1.71%,2.70%,0.92%,0.52%,0.03%,1.21%,1.19%,,,,,,,,
06/02/2019,101.192963,41.756081,21.148001,56.144501,37.952888,0.57%,0.03%,-1.29%,-2.52%,2.03%,0.03%,0.92%,0.89%,,,,,,,,
07/02/2019,100.021484,40.965252,20.500668,55.295502,36.568714,-1.16%,-1.89%,-3.06%,-1.51%,-3.65%,0.03%,-3.40%,-3.43%,-3.43%,0.12%,,,,,,
08/02/2019,100.411964,41.013378,20.386667,55.118999,36.754772,0.39%,0.12%,-0.56%,-0.32%,0.51%,0.03%,0.16%,0.14%,,,,,,,,
11/02/2019,100.622238,40.777519,20.856001,55.105999,36.328114,0.21%,-0.58%,2.30%,-0.02%,-1.16%,0.03%,-0.05%,-0.07%,-0.07%,0.00%,,,,,,
12/02/2019,102.169235,41.128902,20.787333,56.379002,37.49894,1.54%,0.86%,-0.33%,2.31%,3.22%,0.03%,2.06%,2.04%,,,,,,,,
13/02/2019,103.27314,40.958015,20.544666,56.431499,37.923126,1.08%,-0.42%,-1.17%,0.09%,1.13%,0.03%,0.39%,0.36%,,,,,,,,
14/02/2019,102.492149,41.107246,20.251333,56.459999,38.332417,-0.76%,0.36%,-1.43%,0.05%,1.08%,0.03%,0.26%,0.23%,,,,,,,,
15/02/2019,103.656151,41.015781,20.525333,55.981499,39.029461,1.14%,-0.22%,1.35%,-0.85%,1.82%,0.03%,1.62%,1.59%,,,,,,,,
19/02/2019,104.159309,41.138531,20.375999,56.3255,38.85582,0.49%,0.30%,-0.73%,0.61%,-0.44%,0.03%,-0.51%,-0.53%,-0.53%,0.00%,,,,,,
20/02/2019,103.633652,41.403259,20.170668,56.029499,39.329613,-0.50%,0.64%,-1.01%,-0.53%,1.22%,0.03%,0.48%,0.46%,,,,,,,,
21/02/2019,103.513466,41.169819,19.415333,55.210499,38.640011,-0.12%,-0.56%,-3.74%,-1.46%,-1.75%,0.03%,-2.34%,-2.37%,-2.37%,0.06%,,,,,,
22/02/2019,104.572327,41.629513,19.647333,55.827999,39.488377,1.02%,1.12%,1.19%,1.12%,2.20%,0.03%,1.85%,1.82%,,,,,,,,
25/02/2019,104.730034,41.932755,19.917999,55.866501,39.364353,0.15%,0.73%,1.38%,0.07%,-0.31%,0.03%,0.23%,0.21%,,,,,,,,
26/02/2019,104.925301,41.956821,19.857332,56.100498,38.96994,0.19%,0.06%,-0.30%,0.42%,-1.00%,0.03%,-0.75%,-0.77%,-0.77%,0.01%,,,,,,
27/02/2019,104.512253,42.086788,20.982668,56.144501,38.550709,-0.39%,0.31%,5.67%,0.08%,-1.08%,0.03%,1.06%,1.04%,,,,,,,,
28/02/2019,103.731239,41.672829,21.325333,56.327499,38.304886,-0.75%,-0.98%,1.63%,0.33%,-0.64%,0.03%,0.08%,0.05%,,,,,,,,
01/03/2019,104.534798,42.110847,19.652666,57.425999,38.84869,0.77%,1.05%,-7.84%,1.95%,1.42%,0.03%,-1.48%,-1.51%,-1.51%,0.02%,,,,,,
04/03/2019,103.956551,42.322655,19.024,57.671001,38.930634,-0.55%,0.50%,-3.20%,0.43%,0.21%,0.03%,-0.86%,-0.88%,-0.88%,0.01%,,,,,,
05/03/2019,103.543488,42.245636,18.436001,58.459499,38.866074,-0.40%,-0.18%,-3.09%,1.37%,-0.17%,0.03%,-1.07%,-1.09%,-1.09%,0.01%,,,,,,
06/03/2019,102.86763,42.002556,18.416,58.247002,37.756111,-0.65%,-0.58%,-0.11%,-0.36%,-2.86%,0.03%,-1.93%,-1.95%,-1.95%,0.04%,,,,,,
07/03/2019,101.65107,41.516384,18.439333,57.5425,37.063316,-1.18%,-1.16%,0.13%,-1.21%,-1.83%,0.03%,-1.20%,-1.23%,-1.23%,0.02%,,,,,,
08/03/2019,101.448326,41.615067,18.942667,57.498501,37.405987,-0.20%,0.24%,2.73%,-0.08%,0.92%,0.03%,1.46%,1.43%,,,,,,,,
11/03/2019,103.415825,43.056702,19.394667,58.963001,40.013279,1.94%,3.46%,2.39%,2.55%,6.97%,0.03%,5.41%,5.38%,,,,,,,,
12/03/2019,103.843895,43.540466,18.890667,59.862499,40.355946,0.41%,1.12%,-2.60%,1.53%,0.86%,0.03%,-0.22%,-0.24%,-0.24%,0.00%,,,,,,
13/03/2019,104.054153,43.733002,19.264,59.952999,41.870667,0.20%,0.44%,1.98%,0.15%,3.75%,0.03%,3.09%,3.07%,,,,,,,,
14/03/2019,104.226868,44.219166,19.330667,59.626499,41.110832,0.17%,1.11%,0.35%,-0.54%,-1.81%,0.03%,-1.08%,-1.10%,-1.10%,0.01%,,,,,,
15/03/2019,104.70752,44.794373,18.362,59.514999,42.166164,0.46%,1.30%,-5.01%,-0.19%,2.57%,0.03%,0.14%,0.11%,,,,,,,,
18/03/2019,105.293266,45.251659,17.966,59.427502,41.952606,0.56%,1.02%,-2.16%,-0.15%,-0.51%,0.03%,-0.99%,-1.02%,-1.02%,0.01%,,,,,,
19/03/2019,105.503517,44.893055,17.831333,60.123001,43.631203,0.20%,-0.79%,-0.75%,1.17%,4.00%,0.03%,2.40%,2.38%,,,,,,,,
20/03/2019,104.835182,45.285362,18.24,61.321499,43.305923,-0.63%,0.87%,2.29%,1.99%,-0.75%,0.03%,0.25%,0.22%,,,,,,,,
21/03/2019,106.216942,46.953228,18.268,61.806499,45.674831,1.32%,3.68%,0.15%,0.79%,5.47%,0.03%,3.70%,3.68%,,,,,,,,
22/03/2019,104.722534,45.980907,17.635332,60.3825,44.075699,-1.41%,-2.07%,-3.46%,-2.30%,-3.50%,0.03%,-3.44%,-3.47%,-3.47%,0.12%,,,,,,
25/03/2019,104.519753,45.424946,17.361334,59.868999,43.151974,-0.19%,-1.21%,-1.55%,-0.85%,-2.10%,0.03%,-1.89%,-1.91%,-1.91%,0.04%,,,,,,
26/03/2019,105.300774,44.955631,17.851334,59.492001,43.919254,0.75%,-1.03%,2.82%,-0.63%,1.78%,0.03%,2.04%,2.02%,,,,,,,,
27/03/2019,104.564827,45.359966,18.322001,58.900501,43.827377,-0.70%,0.90%,2.64%,-0.99%,-0.21%,0.03%,0.68%,0.65%,,,,,,,,
28/03/2019,105.075455,45.420132,18.574667,58.613499,44.013622,0.49%,0.13%,1.38%,-0.49%,0.42%,0.03%,0.71%,0.69%,,,,,,,,
29/03/2019,105.961624,45.71616,18.657333,58.844501,44.587219,0.84%,0.65%,0.45%,0.39%,1.30%,0.03%,1.01%,0.99%,,,,,,,,
01/04/2019,107.613747,46.026638,19.278667,59.949001,45.262638,1.56%,0.68%,3.33%,1.88%,1.51%,0.03%,2.08%,2.05%,,,,,,,,
02/04/2019,107.388474,46.695709,19.058666,60.277,45.441418,-0.21%,1.45%,-1.14%,0.55%,0.39%,0.03%,-0.08%,-0.10%,-0.10%,0.00%,,,,,,
03/04/2019,107.861588,47.015812,19.454,60.540501,46.836945,0.44%,0.69%,2.07%,0.44%,3.07%,0.03%,2.68%,2.66%,,,,,,,,
04/04/2019,107.223251,47.097645,17.851999,60.9725,46.747551,-0.59%,0.17%,-8.23%,0.71%,-0.19%,0.03%,-2.70%,-2.72%,-2.72%,0.07%,,,,,,
05/04/2019,107.598755,47.412918,18.330667,60.572498,47.415516,0.35%,0.67%,2.68%,-0.66%,1.43%,0.03%,1.78%,1.76%,,,,,,,,
08/04/2019,107.681343,48.159012,18.213333,60.414001,47.6241,0.08%,1.57%,-0.64%,-0.26%,0.44%,0.03%,0.10%,0.08%,,,,,,,,
09/04/2019,106.7201,48.014603,18.153999,60.134499,46.995861,-0.89%,-0.30%,-0.33%,-0.46%,-1.32%,0.03%,-0.99%,-1.01%,-1.01%,0.01%,,,,,,
10/04/2019,107.403488,48.284164,18.403999,60.322498,47.701077,0.64%,0.56%,1.38%,0.31%,1.50%,0.03%,1.43%,1.41%,,,,,,,,
11/04/2019,107.97422,47.882233,17.894667,60.4795,47.562016,0.53%,-0.83%,-2.77%,0.26%,-0.29%,0.03%,-1.06%,-1.08%,-1.08%,0.01%,,,,,,
12/04/2019,108.402283,47.86298,17.846666,61.136501,47.182106,0.40%,-0.04%,-0.27%,1.09%,-0.80%,0.03%,-0.59%,-0.62%,-0.62%,0.00%,,,,,,
15/04/2019,108.064308,47.949623,17.758667,61.3265,45.863552,-0.31%,0.18%,-0.49%,0.31%,-2.79%,0.03%,-1.99%,-2.02%,-2.02%,0.04%,,,,,,
16/04/2019,108.995552,47.954441,18.224001,61.595501,46.735142,0.86%,0.01%,2.62%,0.44%,1.90%,0.03%,2.08%,2.06%,,,,,,,,
17/04/2019,104.467209,48.888252,18.082001,62.007,46.506691,-4.15%,1.95%,-0.78%,0.67%,-0.49%,0.03%,-0.58%,-0.61%,-0.61%,0.00%,,,,,,
18/04/2019,105.3834,49.063946,18.217333,62.073502,46.260857,0.88%,0.36%,0.75%,0.11%,-0.53%,0.03%,-0.10%,-0.13%,-0.13%,0.00%,,,,,,
22/04/2019,104.301971,49.225193,17.516666,62.688,46.799698,-1.03%,0.33%,-3.85%,0.99%,1.16%,0.03%,-0.43%,-0.46%,-0.46%,0.00%,,,,,,
23/04/2019,105.465973,49.935181,17.593332,63.529499,47.345985,1.12%,1.44%,0.44%,1.34%,1.17%,0.03%,0.94%,0.92%,,,,,,,,
24/04/2019,105.098007,49.858162,17.243999,63.002499,47.470146,-0.35%,-0.15%,-1.99%,-0.83%,0.26%,0.03%,-0.46%,-0.49%,-0.49%,0.00%,,,,,,
25/04/2019,104.106735,49.405712,16.508667,63.367001,46.412334,-0.94%,-0.91%,-4.26%,0.58%,-2.23%,0.03%,-2.81%,-2.84%,-2.84%,0.08%,,,,,,
26/04/2019,104.714989,49.169853,15.676,63.870998,44.222198,0.58%,-0.48%,-5.04%,0.80%,-4.72%,0.03%,-4.67%,-4.70%,-4.70%,0.22%,,,,,,
29/04/2019,104.422157,49.244446,16.098,64.809998,44.530113,-0.28%,0.15%,2.69%,1.47%,0.70%,0.03%,1.31%,1.29%,,,,,,,,
30/04/2019,105.33831,48.296192,15.912667,59.948002,44.944798,0.88%,-1.93%,-1.15%,-7.50%,0.93%,0.03%,0.17%,0.14%,,,,,,,,
01/05/2019,105.556107,50.666851,15.600667,58.666,44.813183,0.21%,4.91%,-1.96%,-2.14%,-0.29%,0.03%,-0.78%,-0.80%,-0.80%,0.01%,,,,,,
02/05/2019,104.827682,50.337112,16.273333,58.3255,45.488598,-0.69%,-0.65%,4.31%,-0.58%,1.51%,0.03%,2.32%,2.29%,,,,,,,,
03/05/2019,105.323326,50.962868,17.002001,59.477501,45.443901,0.47%,1.24%,4.48%,1.98%,-0.10%,0.03%,1.37%,1.35%,,,,,,,,
06/05/2019,105.420937,50.175861,17.022667,59.673,44.659229,0.09%,-1.54%,0.12%,0.33%,-1.73%,0.03%,-1.11%,-1.13%,-1.13%,0.01%,,,,,,
07/05/2019,103.363289,48.823265,16.470667,58.943001,42.9856,-1.95%,-2.70%,-3.24%,-1.22%,-3.75%,0.03%,-3.54%,-3.56%,-3.56%,0.13%,,,,,,
08/05/2019,103.633652,48.832897,16.322666,58.539001,43.186726,0.26%,0.02%,-0.90%,-0.69%,0.47%,0.03%,0.02%,0.00%,0.00%,0.00%,,,,,,
09/05/2019,102.843323,48.308228,16.132,58.398499,42.260517,-0.76%,-1.07%,-1.17%,-0.24%,-2.14%,0.03%,-1.80%,-1.82%,-1.82%,0.03%,,,,,,
10/05/2019,102.828148,47.638992,15.968,58.382,41.92033,-0.01%,-1.39%,-1.02%,-0.03%,-0.80%,0.03%,-0.86%,-0.89%,-0.89%,0.01%,,,,,,
13/05/2019,99.864586,44.870243,15.134,56.829498,39.345318,-2.88%,-5.81%,-5.22%,-2.66%,-6.14%,0.03%,-5.78%,-5.81%,-5.81%,0.34%,,,,,,
14/05/2019,101.300751,45.580551,15.487333,56.243,40.236759,1.44%,1.58%,2.33%,-1.03%,2.27%,0.03%,2.24%,2.21%,,,,,,,,
15/05/2019,102.129051,46.126572,15.463333,58.540001,39.625912,0.82%,1.20%,-0.15%,4.08%,-1.52%,0.03%,-0.99%,-1.01%,-1.01%,0.01%,,,,,,
16/05/2019,103.253662,45.923622,15.222,59.224998,39.777386,1.10%,-0.44%,-1.56%,1.17%,0.38%,0.03%,-0.22%,-0.24%,-0.24%,0.00%,,,,,,
17/05/2019,102.068253,45.662704,14.068667,58.438999,38.868561,-1.15%,-0.57%,-7.58%,-1.33%,-2.28%,0.03%,-3.90%,-3.93%,-3.93%,0.15%,,,,,,
20/05/2019,102.67617,44.234833,13.690667,57.233002,37.68161,0.60%,-3.13%,-2.69%,-2.06%,-3.05%,0.03%,-2.89%,-2.92%,-2.92%,0.09%,,,,,,
21/05/2019,103.686821,45.082851,13.672,57.722,38.503548,0.98%,1.92%,-0.14%,0.85%,2.18%,0.03%,1.43%,1.40%,,,,,,,,
22/05/2019,103.61084,44.159927,12.848667,57.7925,37.793346,-0.07%,-2.05%,-6.02%,0.12%,-1.84%,0.03%,-3.11%,-3.14%,-3.14%,0.10%,,,,,,
23/05/2019,100.601677,43.406132,13.032667,57.266998,36.581589,-2.90%,-1.71%,1.43%,-0.91%,-3.21%,0.03%,-1.72%,-1.74%,-1.74%,0.03%,,,,,,
24/05/2019,100.518051,43.239429,12.708667,56.9305,36.042744,-0.08%,-0.38%,-2.49%,-0.59%,-1.47%,0.03%,-1.76%,-1.78%,-1.78%,0.03%,,,,,,
28/05/2019,99.135086,43.06065,12.58,56.978001,35.590816,-1.38%,-0.41%,-1.01%,0.08%,-1.25%,0.03%,-1.16%,-1.18%,-1.18%,0.01%,,,,,,
29/05/2019,98.549973,42.855286,12.657333,55.997002,34.848351,-0.59%,-0.48%,0.61%,-1.72%,-2.09%,0.03%,-1.21%,-1.23%,-1.23%,0.02%,,,,,,
30/05/2019,98.458778,43.077553,12.548,56.070499,34.582355,-0.09%,0.52%,-0.86%,0.13%,-0.76%,0.03%,-0.77%,-0.79%,-0.79%,0.01%,,,,,,
31/05/2019,96.498268,42.297192,12.344,55.325001,33.674976,-1.99%,-1.81%,-1.63%,-1.33%,-2.62%,0.03%,-2.28%,-2.31%,-2.31%,0.05%,,,,,,
03/06/2019,97.470932,41.869553,11.931333,51.937,33.257332,1.01%,-1.01%,-3.34%,-6.12%,-1.24%,0.03%,-1.92%,-1.95%,-1.95%,0.04%,,,,,,
04/06/2019,100.829636,43.401299,12.906667,52.724499,35.549404,3.45%,3.66%,8.17%,1.52%,6.89%,0.03%,7.17%,7.15%,,,,,,,,
05/06/2019,99.917763,44.101948,13.106,52.231998,35.121807,-0.90%,1.61%,1.54%,-0.93%,-1.20%,0.03%,-0.31%,-0.34%,-0.34%,0.00%,,,,,,
06/06/2019,100.472496,44.749435,13.73,52.388,35.743309,0.56%,1.47%,4.76%,0.30%,1.77%,0.03%,2.67%,2.65%,,,,,,,,
07/06/2019,101.300751,45.940533,13.633333,53.418499,36.170895,0.82%,2.66%,-0.70%,1.97%,1.20%,0.03%,0.62%,0.60%,,,,,,,,
10/06/2019,102.387421,46.52763,14.192,54.138,36.899277,1.07%,1.28%,4.10%,1.35%,2.01%,0.03%,2.64%,2.62%,,,,,,,,
11/06/2019,103.30687,47.066399,14.473333,54.051998,37.476028,0.90%,1.16%,1.98%,-0.16%,1.56%,0.03%,1.67%,1.64%,,,,,,,,
12/06/2019,102.486198,46.916607,13.950667,53.955002,36.344906,-0.79%,-0.32%,-3.61%,-0.18%,-3.02%,0.03%,-3.13%,-3.15%,-3.15%,0.10%,,,,,,
13/06/2019,103.162498,46.90694,14.260667,54.550499,36.857018,0.66%,-0.02%,2.22%,1.10%,1.41%,0.03%,1.64%,1.61%,,,,,,,,
14/06/2019,102.698944,46.566284,14.328,54.314999,35.9571,-0.45%,-0.73%,0.47%,-0.43%,-2.44%,0.03%,-1.47%,-1.50%,-1.50%,0.02%,,,,,,
17/06/2019,102.546974,46.844135,15.002,54.6945,36.05405,-0.15%,0.60%,4.70%,0.70%,0.27%,0.03%,1.66%,1.63%,,,,,,,,
18/06/2019,103.633636,47.945827,14.982667,55.262001,38.005535,1.06%,2.35%,-0.13%,1.04%,5.41%,0.03%,3.56%,3.54%,,,,,,,,
19/06/2019,104.165543,47.805698,15.095333,55.225498,38.065205,0.51%,-0.29%,0.75%,-0.07%,0.16%,0.03%,0.34%,0.31%,,,,,,,,
20/06/2019,105.510559,48.18985,14.641333,55.66,38.308834,1.29%,0.80%,-3.01%,0.79%,0.64%,0.03%,-0.49%,-0.52%,-0.52%,0.00%,,,,,,
21/06/2019,105.776527,48.025547,14.790667,56.268501,37.727104,0.25%,-0.34%,1.02%,1.09%,-1.52%,0.03%,-0.67%,-0.70%,-0.70%,0.00%,,,,,,
24/06/2019,105.890503,47.977242,14.909333,55.834999,37.950855,0.11%,-0.10%,0.80%,-0.77%,0.59%,0.03%,0.63%,0.61%,,,,,,,,
25/06/2019,105.138199,47.250023,14.650667,54.379002,37.657509,-0.71%,-1.52%,-1.73%,-2.61%,-0.77%,0.03%,-1.10%,-1.12%,-1.12%,0.01%,,,,,,
26/06/2019,105.259789,48.271988,14.618,54.015999,39.591591,0.12%,2.16%,-0.22%,-0.67%,5.14%,0.03%,3.32%,3.30%,,,,,,,,
27/06/2019,105.259789,48.257507,14.856,53.831501,40.578518,0.00%,-0.03%,1.63%,-0.34%,2.49%,0.03%,2.14%,2.12%,,,,,,,,
28/06/2019,104.788666,47.817776,14.897333,54.139999,40.827122,-0.45%,-0.91%,0.28%,0.57%,0.61%,0.03%,0.48%,0.46%,,,,,,,,
01/07/2019,106.293228,48.694794,15.144667,55,41.309395,1.44%,1.83%,1.66%,1.59%,1.18%,0.03%,1.34%,1.32%,,,,,,,,
02/07/2019,106.55159,48.979885,14.97,55.630001,40.329922,0.24%,0.59%,-1.15%,1.15%,-2.37%,0.03%,-1.90%,-1.93%,-1.93%,0.04%,,,,,,
03/07/2019,107.554665,49.385773,15.66,56.149502,40.459183,0.94%,0.83%,4.61%,0.93%,0.32%,0.03%,1.68%,1.65%,,,,,,,,
05/07/2019,107.43306,49.342297,15.54,56.633499,39.832729,-0.11%,-0.09%,-0.77%,0.86%,-1.55%,0.03%,-1.25%,-1.28%,-1.28%,0.02%,,,,,,
08/07/2019,106.817566,48.325138,15.356,55.8395,39.08197,-0.57%,-2.06%,-1.18%,-1.40%,-1.88%,0.03%,-1.65%,-1.68%,-1.68%,0.03%,,,,,,
09/07/2019,105.875282,48.6199,15.337333,56.2145,39.106823,-0.88%,0.61%,-0.12%,0.67%,0.06%,0.03%,0.01%,-0.02%,-0.02%,0.00%,,,,,,
10/07/2019,106.741562,49.100677,15.928,57.045502,39.790462,0.82%,0.99%,3.85%,1.48%,1.75%,0.03%,2.39%,2.36%,,,,,,,,
11/07/2019,107.326698,48.743114,15.906667,57.203999,41.336742,0.55%,-0.73%,-0.13%,0.28%,3.89%,0.03%,2.51%,2.49%,,,,,,,,
12/07/2019,108.466499,49.117599,16.338667,57.266998,41.667381,1.06%,0.77%,2.72%,0.11%,0.80%,0.03%,1.39%,1.37%,,,,,,,,
15/07/2019,108.907249,49.57906,16.9,57.525501,41.582859,0.41%,0.94%,3.44%,0.45%,-0.20%,0.03%,0.96%,0.93%,,,,,,,,
16/07/2019,109.066818,49.407516,16.825333,57.673,41.53561,0.15%,-0.35%,-0.44%,0.26%,-0.11%,0.03%,-0.21%,-0.24%,-0.24%,0.00%,,,,,,
17/07/2019,108.717278,49.129673,16.990667,57.337002,42.189438,-0.32%,-0.56%,0.98%,-0.58%,1.57%,0.03%,1.33%,1.30%,,,,,,,,
18/07/2019,113.702133,49.687771,16.902666,57.362,42.306263,4.59%,1.14%,-0.52%,0.04%,0.28%,0.03%,0.08%,0.05%,,,,,,,,
19/07/2019,113.740143,48.946056,17.212,56.577499,41.873703,0.03%,-1.49%,1.83%,-1.37%,-1.02%,0.03%,-0.13%,-0.15%,-0.15%,0.00%,,,,,,
22/07/2019,113.785728,50.064674,17.045334,56.960499,42.589668,0.04%,2.29%,-0.97%,0.68%,1.71%,0.03%,0.85%,0.83%,,,,,,,,
23/07/2019,114.272087,50.45607,17.344667,57.4025,43.668591,0.43%,0.78%,1.76%,0.78%,2.53%,0.03%,2.23%,2.21%,,,,,,,,
24/07/2019,114.006119,50.414989,17.658667,56.9865,44.414379,-0.23%,-0.08%,1.81%,-0.72%,1.71%,0.03%,1.68%,1.65%,,,,,,,,
25/07/2019,114.279663,50.016357,15.254667,56.797001,43.101788,0.24%,-0.79%,-13.61%,-0.33%,-2.96%,0.03%,-6.21%,-6.23%,-6.23%,0.39%,,,,,,
26/07/2019,115.016762,50.190308,15.202667,62.261002,43.521915,0.64%,0.35%,-0.34%,9.62%,0.97%,0.03%,0.64%,0.61%,,,,,,,,
29/07/2019,114.652,50.659008,15.718,62.091999,43.45977,-0.32%,0.93%,3.39%,-0.27%,-0.14%,0.03%,0.97%,0.94%,,,,,,,,
30/07/2019,113.808548,50.441578,16.150667,61.400002,43.616375,-0.74%,-0.43%,2.75%,-1.11%,0.36%,0.03%,1.07%,1.05%,,,,,,,,
31/07/2019,112.645905,51.470802,16.107332,60.91,41.943325,-1.02%,2.04%,-0.27%,-0.80%,-3.84%,0.03%,-2.60%,-2.63%,-2.63%,0.07%,,,,,,
01/08/2019,114.226471,50.357014,15.59,60.589001,40.998653,1.40%,-2.16%,-3.21%,-0.53%,-2.25%,0.03%,-2.50%,-2.52%,-2.52%,0.06%,,,,,,
02/08/2019,111.893616,49.29155,15.622667,59.816002,40.071392,-2.04%,-2.12%,0.21%,-1.28%,-2.26%,0.03%,-1.48%,-1.50%,-1.50%,0.02%,,,,,,
05/08/2019,106.961937,46.71125,15.221333,57.737499,37.485977,-4.41%,-5.23%,-2.57%,-3.47%,-6.45%,0.03%,-5.18%,-5.20%,-5.20%,0.27%,,,,,,
06/08/2019,106.939133,47.595505,15.383333,58.554001,37.873795,-0.02%,1.89%,1.06%,1.41%,1.03%,0.03%,1.05%,1.02%,,,,,,,,
07/08/2019,105.70813,48.088375,15.561333,58.795502,38.256626,-1.15%,1.04%,1.16%,0.41%,1.01%,0.03%,1.03%,1.00%,,,,,,,,
08/08/2019,107.714775,49.149006,15.886667,60.309502,39.342991,1.90%,2.21%,2.09%,2.58%,2.84%,0.03%,2.59%,2.56%,,,,,,,,
09/08/2019,104.662491,48.743999,15.667333,59.445,38.328709,-2.83%,-0.82%,-1.38%,-1.43%,-2.58%,0.03%,-2.18%,-2.20%,-2.20%,0.05%,,,,,,
12/08/2019,102.771126,48.620308,15.267333,58.724998,37.650043,-1.81%,-0.25%,-2.55%,-1.21%,-1.77%,0.03%,-1.99%,-2.02%,-2.02%,0.04%,,,,,,
13/08/2019,104.401085,50.679302,15.666667,59.836498,38.793591,1.59%,4.23%,2.62%,1.89%,3.04%,0.03%,2.89%,2.87%,,,,,,,,
14/08/2019,100.910545,49.17083,14.641333,58.212502,37.306992,-3.34%,-2.98%,-6.54%,-2.71%,-3.83%,0.03%,-4.66%,-4.68%,-4.68%,0.22%,,,,,,
15/08/2019,101.425667,48.925884,14.376,58.466,36.983807,0.51%,-0.50%,-1.81%,0.44%,-0.87%,0.03%,-1.13%,-1.16%,-1.16%,0.01%,,,,,,
16/08/2019,102.84034,50.080273,14.662667,58.960499,39.666168,1.39%,2.36%,1.99%,0.85%,7.25%,0.03%,5.44%,5.41%,,,,,,,,
19/08/2019,103.824455,51.013985,15.122,60.021999,42.455429,0.96%,1.86%,3.13%,1.80%,7.03%,0.03%,5.65%,5.62%,,,,,,,,
